,_STATE,NUMADULT,LNDSXBRT,CELSXBRT,HHADULT,PHYSHLTH,MENTHLTH,POORHLTH,PRIMINS1,EXRACT12,EXEROFT1,EXERHMM1,EXRACT22,EXEROFT2,EXERHMM2,STRENGTH,DIABAGE4,NUMHHOL4,CPDEMO1C,CHILDREN,WEIGHT2,HEIGHT3,FALL12MN,FALLINJ5,ALCDAY4,AVEDRNK3,DRNK3GE5,MAXDRNKS,FLSHTMY3,HIVTSTD3,DRNKDRI2,CHKHEMO3,ARTHDIS2,JOINPAI2,LCSFIRST,LCSLAST,LCSNUMCG,LCSCTWHN,HOWLONG,PSATIME1,PSASUGS1,COLNSIGM,COLNTES1,SIGMTES1,LASTSIG4,VCLNTES2,STOLTEST,STOOLDN2,CNCRDIFF,CNCRAGE,CNCRTYP2,CSRVDOC1,CSRVCTL2,CDWORRY,CDHOUS1,CDSOCIA1,CRGVREL4,CRGVPRB3,CRGVEXPT,LASTSMK2,FIRSTAID,ASPIRIN,BIRTHSEX,TRNSGNDR,MARIJAN1,ACEADSAF,ACEADNED,IMFVPLA4,HPVADSHT,COVIDNU2,SDHBILLS,RRCLASS3,RRCOGNT2,RRTREAT,RRATWRK2,RRHCARE4,RRPHYSM2,RCSGEND1,RCSXBRTH,RCSRLTN2,QSTVER,_STSTR,_STRWT,_RAWRAKE,_WT2RAKE,_CRACE1,CAGEG,_CLLCPWT,_DUALCOR,_LLCPWT2,_LLCPWT,METVL12_,METVL22_,MAXVO21_,FC601_,PADUR1_,PADUR2_,PAFREQ1_,PAFREQ2_,_MINAC12,_MINAC22,STRFREQ_,PAMISS3_,PAMIN13_,PAMIN23_,PA3MIN_,PAVIG13_,PAVIG23_,PA3VIGM_,_MRACE1,_AGE80,HTIN4,HTM4,WTKG3,_BMI5,DROCDY4_,_DRNKWK2,MORTRT1
HIVTSTD3,0.020844722495861716,-0.052817462603182624,-0.003179420485341213,0.0011456827976792777,0.03075201188142515,0.051564945858850034,0.06209989293024183,0.05623721741919975,0.030443284428262832,-0.0036048516563616526,-0.0050403347518677075,0.002082976800793454,0.01485496449006917,-0.012760081812067352,-0.00816752813424658,0.01388090581589394,0.0036217632039061178,-0.06315740430134446,-0.019301821902741635,0.04049326794442488,-0.00028680259983283077,0.01394915723807852,0.03019076335143537,0.029045542162533352,0.035422304732166315,0.031023470494740905,0.02272194993282387,0.026233582945829004,0.03492175086863751,1.0,0.003974553186104964,-0.0003620366878558202,0.001995731627633652,0.013722121701465053,0.009804415917566199,0.004426453409994371,0.006598811983904533,0.00893678545969813,0.013811418528403688,0.004019696342814261,0.0031811085007969805,0.00658076229696905,0.006454764719349088,0.0008833410932730254,0.0024022292287055676,0.003424177026316732,0.008034508618482431,0.00841032278822001,-0.010913260101602531,-0.019394673880541263,-0.011755322916185142,-0.002243180511356951,0.0012300822584843075,0.019244012545440167,0.017808898879873303,0.020352180102129327,0.012405281205437591,0.013445265682316979,0.0030970199488361233,0.01097163799839176,0.011040408267826164,0.015103514451470354,-0.009666282098333917,-0.01480837245322254,0.03191933911989302,0.009046726051771798,0.012033161967617991,-0.0031436750513572282,0.0011587347548396025,0.003154181823210815,0.025917676535283107,0.013535675908966394,0.02361854779214599,0.016768789090449345,0.03723183421712583,0.01429954185607072,0.013851706642527205,0.03315899870594038,0.011830152635971395,0.022803459370086987,0.0629576117783962,0.020992813007879748,0.026196946328997467,-0.03367876235460154,0.02163701735557158,0.020067134665305228,0.03639401708859933,0.014670997209352275,-0.0446219752823648,0.009593552580194419,0.007140484818550712,-0.013836559801797804,-0.022328557416088753,0.04429910723888578,0.04430345000268452,-0.0033262040915135673,-0.012510426738809925,-0.006477647917148943,-0.011769962884046739,0.0010197513250800325,-0.00341882236185474,-0.007085689424451919,0.009531068640528878,-0.006276095310452835,-0.010077585359724252,-0.010506150407054628,-0.016829958637487225,-0.01928021752420491,-0.0235933447864243,0.016793191548059257,-0.03960955708625445,0.04024949466876274,0.05471870107362725,0.05356480044202136,0.05269715092092881,-0.10070359852864233,-0.09449773207462724,0.010315314795277105
DRNKDRI2,0.0024710556611248517,-0.013000651110739964,-0.0001225487005861452,0.029989052770691173,0.014909217184645945,0.0021332787326306117,0.027022471779011077,0.00832742301536045,-0.00816974182189432,0.007603313809486297,0.0014441763680993786,0.011125801336306541,-0.002754329524306536,0.005519362527060069,0.00681026050561999,-0.000787335993708544,-0.009592046899651631,-0.015181436731464912,0.0012079753547688849,0.01909258671717955,-0.005996750902429614,-0.005078024409089638,0.010328545674378528,0.009349568034320615,-0.044986297628208875,0.14353503474185658,0.18013340090324928,0.1585071365832056,-0.007063414139671951,0.003974553186104964,1.0,-0.000490326079643406,-0.0025498442994831495,-0.00108596063629652,0.0013727265486108125,-0.0007699349979920381,0.00020152963077086367,0.002621081334326674,-0.0011098918416250383,0.001406545887308577,0.0016957018637722854,-0.0007688093707652194,-0.0013402375612825285,-0.0007846408357145792,-0.0007724792276598589,-0.0013575758860637215,-0.0009705981731365133,-0.0015756258158128842,0.0023429695927151464,-0.002174526216109439,-9.510755012379169e-05,0.0030486823309695435,-0.0010989331107638825,0.004057708722599045,0.0033176716341979974,0.003225297493007964,0.003548749480809175,0.0008478339541903415,0.00012280421063051746,0.001352356831451825,0.0012340017062377217,-0.0013811431800988343,-0.006767161667150879,-0.00028503919477118313,0.018778656449142037,-0.002767404949292599,-0.0026691962452513205,-0.001503599596715015,0.0006072263425895729,-0.004161488881710498,0.00047855021091799244,0.0002608121769275019,0.005150121563809758,-0.0027596747587297914,0.007922929374286859,-0.0006950383278443983,-0.0006229446176914678,0.0008381053665040093,0.0009282886244307375,0.004554358434065254,0.014481405108540119,0.0025069342877941116,0.0029730277137265514,-0.008911856845137879,0.0011471616271545321,-0.0006557094108076998,0.005101836455017255,0.0029656944681944854,-0.009433517101393236,-0.001011914374914643,0.003243299779635872,0.00102091237746282,0.003237970406703935,0.022664830618815444,0.022661342471829722,0.014097443382022231,0.00863592913367722,0.0030784711379383814,0.0014964368709554662,0.0059449061874369295,0.00954853343676712,0.007519624569767227,-0.0011410259463238456,0.00407266365714712,0.006299915160043191,0.006674050723744129,-0.0002649259229805977,-0.0025978772363468676,-0.00169077705318171,5.8332051059246244e-05,-0.017579640505408826,0.015087273139727277,0.01730803534556973,0.021598458715659862,0.01057315240939556,0.00018413661083739545,-0.0005812368292863887,-0.002256874970467277
CHKHEMO3,0.005187086909157964,0.02146360453566382,-0.00018642230158648416,-0.004046207887653701,-0.017734405630201396,0.04277244035475285,0.009249473797690082,0.028006724900075154,0.02107873893069622,-0.011928169285584116,-0.01623795849985068,-0.01144648644521531,0.0021619556558204345,-0.020089162774108982,-0.014119995282480818,0.016834971928283187,0.19474871909163535,0.022012836461114065,0.012326609066031613,-0.01674817060795929,-0.0004526376636213506,0.004419141994836561,0.025822716848362407,0.01624704074876006,0.03237379011504168,-0.020744325044459208,-0.00830614902562966,-0.021036153575600347,0.015369383120226371,-0.0003620366878558202,-0.000490326079643406,1.0,0.009088837267951793,0.01108245148019147,0.028613025133449103,0.02652856965876454,0.025918802818778394,0.020666737434210734,0.012005772990737374,0.025899862218098934,0.027238540413405385,0.01122309240763892,0.009068177164707918,0.0043697926887051215,0.004298617997575853,0.0023992323976206177,0.004215090681915768,0.004211221781168587,0.021138845660587918,0.024434940021775972,0.020363308414433384,0.008430071651382957,0.002369991220440568,0.022050988044406153,0.022380939945234678,0.024475588676825408,-0.0021719775562089043,-0.003158039460152828,0.00026073558328250097,0.010759738477668548,-0.012462018304614807,0.011457717222003016,-0.007755944007496747,0.021556313551785965,-0.0013755118615821106,0.011016459573547122,0.010463524989769525,0.014245140349086844,-0.003146287074686484,0.028425236165326426,0.0255713093704175,0.009614031045192867,0.011080599818517065,0.023544505520384885,-0.004407685871344304,0.020779936107338456,0.02681053483043618,-0.003297868645017554,-0.002360977861369644,0.00028857410193585764,-0.02629094973971309,0.005129049834048141,0.006694457809812516,0.01555243813168272,0.008189806144416518,-0.00043638256847101855,-0.0039804056866621345,0.004101776082566446,0.011295995816512519,0.016024138522018963,0.008953004688887243,-0.026247780977161603,-0.02569219262780712,-0.040507047473667464,-0.040508458164088476,-0.017394887813342363,-0.018346344411674757,-0.011524100662521143,-0.01158084944316147,-0.006252448572361256,-0.007201228957323176,-0.005756018956531279,0.0025250373092667137,-0.0035923148416382496,-0.0053611029259298965,-0.005769577174103203,0.0017141908000311437,4.279834956191799e-05,0.0012984153323894656,0.007788921279640172,0.038217899194135804,-0.002978540556942864,-0.004216850791656348,0.02192767201291544,0.022132907111914932,-0.006204380185998475,-0.002936105788945695,0.08277515340180987
ARTHDIS2,0.12786902335753392,0.061358694242206684,0.0025068444933963744,-0.00866292492208493,-0.06740320912403858,0.05199035385752019,0.0014697965409144326,0.03280682515346567,0.03407553531004026,-0.006788538084656723,-0.00015216730541181198,-0.0007335716098384386,-0.009827924249341754,0.0017020405518674928,0.002030729175413072,0.01033922023011845,0.04109601529520765,0.07874616145812637,0.01867877035692837,-0.05640907775960852,0.004054426583968788,-0.014442358416436957,0.03327988314956537,0.021172122343152685,0.018305962042652252,-0.016546668933560646,-0.011030731043346355,-0.01871609062315953,0.03131295828076785,0.001995731627633652,-0.0025498442994831495,0.009088837267951793,1.0,0.4091963874029223,-0.027659100704527827,-0.023932002752121737,-0.021106741620923936,-0.011270112390865476,-0.007624171049730688,0.0351237390481286,0.03562321711049908,-0.022260975757007948,-0.02489856486427844,-0.010146008995736871,-0.0033145650539613248,-0.005145055470147148,-0.012368809326950394,-0.01458040539835153,0.06005900980008451,0.0746197257122212,0.05788075662656794,-0.011291859448124613,-0.00407010931609122,0.10133109282104108,0.10335711171151651,0.10506877576760439,-0.020626948198198825,-0.020969417646190935,-0.05542543525628122,-0.00846330417549981,0.08113984856286718,0.012464944804821517,-0.026284898151470358,0.08963402122540068,-0.0086012412985457,0.07652477631269859,0.0772288153446628,-0.0113252079563477,-0.006406473617873536,0.052726461751272644,0.048703367989153465,0.010374114405809426,0.02682991923604624,0.04731756474267974,-0.015343969308859225,0.04953001087261739,0.047383209600939384,-0.02816172729390658,-0.007071814290917822,-0.025352654675800782,-0.10383417239684478,0.12769816927272498,-0.05843403684448103,0.037801176209325625,-0.054765098922291276,-0.012649681529735918,-0.03239091623491737,-0.023233427000572526,0.057175035460292116,-0.06601378412675679,-0.060135712239163495,-0.014009683457649677,-0.004996021618000562,-0.11507568075528926,-0.11507584000354543,-0.006877988628067656,-0.0017744051328268237,-0.005055980892544616,-0.0018114150576721293,-0.0021246619949451865,-0.0005470878197451568,-0.003267746330990902,-0.0031712696964941805,0.00906335384695622,0.007113147978998961,0.010714014797140068,0.02465598905533618,0.019548406066388625,0.02956303948374221,-0.012536744757752037,0.11469245143001276,0.02464573501407446,0.016000314913210027,0.012688920549576653,0.026122402113980918,-0.03891137205258098,-0.040553340046682866,0.07641995264256858
JOINPAI2,0.04449154694886174,0.023874496088975367,0.002112305340802616,-0.003756124306750354,-0.032952999565464575,0.053281715770530154,0.019189282779327094,0.0409285261460956,0.023432602611538744,-0.009779185792372505,-0.007485450184442424,-0.00309433641804978,-0.0028315679313074796,-0.009769330169518886,-0.005958650111975464,0.0168282410635584,0.024742155880355252,0.034839563154748315,0.014041536657584404,-0.027066067719434365,0.004260719778455646,-0.0057608648242645395,0.025013723995016765,0.017253757688863496,0.02719623962761971,-0.013377924953766001,-0.0018490485096600002,-0.01511160804127682,0.023749600195080926,0.013722121701465053,-0.00108596063629652,0.01108245148019147,0.4091963874029223,1.0,-0.013982821508611952,-0.012098619054948653,-0.010670332483567493,-0.005697508810099093,-0.0038543343862970335,0.005882300834563772,0.0060293549806348075,-0.011253845667036319,-0.01258725625380957,-0.005129227964701473,-0.0016756499794889689,-0.0026010387343938083,-0.006252945637689852,-0.007370999093075381,0.018555588107768306,0.020445654964521876,0.014957835668481797,-0.005708502848670563,-0.002057608911273354,0.06470175528065222,0.06363162534155094,0.06342620550563245,-0.010427777027312665,-0.01060090952408403,-0.028019854170416927,0.008248863066510266,0.02888311169562538,-0.00016477552520932886,0.035165838004899294,0.05637634268711979,-0.0041496210864774815,0.09097425482550865,0.09230966851449497,-0.005725361901430359,0.005020422696110155,0.0036047954393216082,0.04456115471096969,0.009703089869883764,-0.004875277999988072,0.008406995007083869,-0.014895591455054116,0.009520894391910912,0.005719094556544918,-0.008992316086665161,-0.0007143230305623404,-0.007364082982954022,-0.04789009909409529,0.04441551807218675,-0.018256284500826666,0.010983587859131123,-0.017367008777361984,-0.0031827812237624964,-0.011856135319547793,-0.008817935025358522,0.019638931755212145,-0.024556603297054773,-0.023232287752778562,-0.025748159879055363,-0.02228278988115932,-0.05490210924500736,-0.054899879752349126,-0.014706849052903355,-0.016152347615548967,-0.012787475290432766,-0.009581133435155622,-0.005940374405623283,-0.005845168062480748,-0.0031302027773286913,0.007872715032064619,-0.0023498782412018572,-0.004149200950940363,-0.0041589688010817746,0.004738014593824258,0.0013223245179649977,0.004281192233300192,-0.00342158273749291,0.054682924532946924,0.01064241412857257,0.005729245592919522,0.00794469149483327,0.016689125041400642,-0.019005425736442257,-0.017125073586152107,0.04833867645392339
LCSFIRST,-0.10560143799412235,0.02122750623862766,0.0029141330773534103,-0.004000049607097187,-0.012099953243091308,0.01769203588520248,0.01104025528711602,0.014702770726766162,0.014869155410218944,-0.00510575132896428,-0.003682901188878594,-0.0008992698765020771,-0.00012080889221562538,-0.005700117063971895,0.0003545632917821343,0.002656205214654564,0.012174196275274983,0.0245553571061165,0.005639394086241843,-0.013613775442829596,-0.007284426452919577,0.0025915513704346015,0.00927842237368022,0.006944316171807111,0.0027857361134715373,0.015408906340609672,0.011429740048938075,0.014315426633638358,0.004211255470040099,0.009804415917566199,0.0013727265486108125,0.028613025133449103,-0.027659100704527827,-0.013982821508611952,1.0,0.7990626831512728,0.6676939216989406,0.22456400999650009,-0.004811831197993182,0.06450873539280388,0.07588427232913601,0.1436496128542137,0.15570233487525065,0.0725916292914982,0.015891705743898404,0.04231164178665526,0.07989944694235795,0.09095648170531695,0.05084774997397101,0.0580462751547402,0.051425486251022466,0.05493829809888782,0.01201243955033901,0.023158373389092875,0.024472793109066745,0.024315801806607116,-0.013018253684507968,-0.013234395893732763,-0.034980568613806426,0.021771656200331196,-0.0200081533261314,0.10852567563827832,0.012351707171784871,0.08611855779973503,-0.017467459343793422,0.1689308861786235,0.17203203419982704,0.10841592716847127,0.017566680819042363,0.06970114625963633,0.09875489239792017,0.021908762882885967,0.05833763101718098,0.06210792147942693,0.028612977461796883,0.061977025252726074,0.07380973688366495,0.015248495947889008,0.00047791305375303377,0.01695870644179196,-0.023724144402939067,-0.10567001730592089,0.029580409089214253,0.01421783026328004,0.03154813134099862,0.007352618590153473,0.018423191748944703,0.047738514196896675,0.015955449409654453,0.13826072848428067,0.08209384258778345,-0.012828952926980625,-0.009392425198322786,-0.027776942247202376,-0.027777716223997096,-0.001347917941905346,-0.0001645907948294879,-0.005074708596016429,-0.003916379002965435,-0.00029855720176223146,0.0024288950319933385,0.0021662385908080887,-0.00027893806386513557,0.0021983990244035943,0.0030164397697960603,0.0033723914725971222,0.005172825115017253,0.002960452900793143,0.005546304742243041,0.008376196982675044,0.030076265269601006,0.01490751881066915,0.02198271842778788,0.011733328189838467,0.009913902606882881,-0.027910620097297535,-0.027974485088710428,0.02713295338280639
LCSLAST,-0.09012732825361543,0.02514307342585244,0.0021590231090971397,-0.0037128019342118805,-0.019064876347663608,0.01971479421435906,0.004034814245204946,0.014313083763191806,0.01508392495876394,-0.006989684158504681,-0.004361502584385071,-0.003834347592394566,-0.00022462263670605152,-0.005250830156566687,-0.0002604436210630012,0.0014704156310050636,0.016262979183453506,0.030363238909447438,0.004050769892683774,-0.017970003301649665,-0.008214488778938081,-0.0024644852580230398,0.009626392130494618,0.00839285744886431,0.004315484668153129,0.0057422847642310945,0.001275669879042555,0.005006308296659257,0.007668628744847442,0.004426453409994371,-0.0007699349979920381,0.02652856965876454,-0.023932002752121737,-0.012098619054948653,0.7990626831512728,1.0,0.6284547217722929,0.22420948424133533,-0.004163431006065283,0.06886155663583478,0.07966509497979074,0.1491133158486829,0.15483110552809093,0.07685268266828835,0.019723437713690825,0.04627769950829393,0.08190046698898368,0.09301742124072261,0.05626985526321554,0.06491871862827202,0.05672644928692744,0.06005162950614659,0.01084906369416593,0.025658182682743967,0.02816693403338303,0.02791400456499773,-0.011264027935459607,-0.01145104471526293,-0.03026689382563506,0.028005153229525598,-0.01731202997454827,0.08649193734424773,0.009191091740468131,0.07479182622823606,-0.015113697641651975,0.14796361172402508,0.150489148367011,0.10490627632624328,0.007780139863993587,0.06914619520981455,0.08756937935738461,0.016911037005870582,0.04836221225850919,0.05300696691754625,0.015637584488834483,0.052184056329457794,0.0635940146602934,0.00783222622680359,9.768253660746566e-05,0.010091527449246478,-0.029446437736994426,-0.09020878178450206,0.022286819809313362,0.01629685346511106,0.02469576261858972,0.004043924224922402,0.01002333791128935,0.03376755342283503,0.02193109327890191,0.1171443671167984,0.062302150153653264,-0.010844318803941032,-0.007940652016954668,-0.041507364273941236,-0.04150655598926256,-0.003386700084498066,-0.0011384858917306566,-0.0031551611279893666,-0.0031227883806841084,-0.0024876188746709954,0.0003407979260614899,0.002067709249956425,0.0003404476248728377,0.00128342806144982,0.0021952488559592305,0.0022290054100141906,0.006697190777212823,0.004741539099847056,0.0077032666843558535,0.004849205757491808,0.041784286478174136,0.016184085290408722,0.019609886570065967,0.011912685448235292,0.01116193352636354,-0.025306024406671235,-0.02550175495376237,0.03532344706837255
LCSNUMCG,-0.07712583157937893,0.022557294659148304,0.0017853094668885006,-0.0014952707027767634,-0.015226549216291341,0.0217259625687303,0.008904261597730929,0.0169304236626083,0.014147645744685884,-0.005273460162876712,-0.006500522202140406,-0.001438501224059976,-0.0024292713008365547,-0.008183781783859928,0.0007138446323799757,0.008173078471692793,0.01915470142371489,0.025512864677796603,0.006294757215381407,-0.01560812099224594,-0.008324617423714717,-0.006931898583350612,0.012617868909467513,0.009192999478318607,0.007839609937646468,0.009144684692288964,0.009775801636614739,0.007811623483900321,0.010798286272803072,0.006598811983904533,0.00020152963077086367,0.025918802818778394,-0.021106741620923936,-0.010670332483567493,0.6676939216989406,0.6284547217722929,1.0,0.21171837929964316,-0.0036719226306197237,0.06947234202703179,0.08085295112826879,0.12674204421996932,0.13519249657991128,0.06360867881282295,0.01487759076630046,0.02734475354545613,0.0738624472168154,0.07964968480199947,0.05096618375010403,0.061344556846677833,0.05466965584871092,0.06015764154708019,0.012610614349699092,0.026769531229927812,0.029216298951034593,0.028583254423979295,-0.009934267921791626,-0.01009920668145052,-0.0266937754546689,0.02081212257555034,-0.015268281029012665,0.08891919909823794,0.011602916288752374,0.06647478520323248,-0.013329469930420093,0.13843393915694766,0.14198066369655138,0.09265516360896552,0.01336505965338226,0.06120017438482651,0.07665256531084826,0.012060077881175931,0.04074994660079916,0.045450169014929195,0.013040237632622327,0.045217638553637446,0.05402788199029936,0.005341967344894595,-0.0017280275868354527,0.007306149670036325,-0.025497412047703127,-0.07719235668235166,0.020149073822304627,0.016096582346126532,0.02224543649687735,0.00016952395550960515,0.009315902315816058,0.025184360572938866,0.017167857348591553,0.09667237971141515,0.05314440240610841,-0.015035914193397148,-0.011447845338531496,-0.0344447029929818,-0.0344458952254119,-8.137024962359648e-05,0.0005838014838488764,-0.00512658837469866,-0.0028332461965616174,0.0011081611766304061,0.0047142839213772,0.0027965236913626403,-0.001459592765173961,0.003968212625302233,0.005295677235588181,0.005997961464638077,0.007125591652523837,0.004466918415059472,0.007863687659954944,0.0001485223579504031,0.03361700054197755,0.020555776255965545,0.02121585060274845,0.018097629822393022,0.015014864984247643,-0.021864694382712605,-0.021776547276437436,0.03393040441282313
LCSCTWHN,-0.04193697671442573,0.017810655538169153,-0.0010085975343305748,-0.002008310508292198,-0.011632518084187271,0.010542297015709428,0.00032211713214070893,0.008446478005343514,0.01095824501963782,-0.0029304309199072874,-0.004619184166902657,-0.003366737268255797,0.0019984785379542755,-0.0052211508137742476,-0.002444524153612883,0.001877252847385522,0.011241475222774083,0.01995912089222037,0.005479899732655592,-0.012586475301603317,-0.0025002610804820105,-0.002037909502404578,0.004938452389375634,0.004459312236713353,0.0087496804352796,-0.0027378320641502315,-0.0023047905513565595,-0.004375541347167424,0.010574602941306195,0.00893678545969813,0.002621081334326674,0.020666737434210734,-0.011270112390865476,-0.005697508810099093,0.22456400999650009,0.22420948424133533,0.21171837929964316,1.0,-0.0019606522636644143,0.051257659376078187,0.05770540333152974,0.08278102002781682,0.07929122493764203,0.045209570128573205,0.019176057634876342,0.024653163039522752,0.048893390348017915,0.04981586527119069,0.04309953688080839,0.04464656634523254,0.03910009358662064,0.032838009487503886,0.020166794354977223,0.016971882513225445,0.01825127884472326,0.01813174878549379,-0.0053044812889811,-0.005392551650212584,-0.014253353497841738,0.0031372560180981356,-0.008152619968669195,0.042586841358930455,0.00721711381985433,0.03650777313106803,-0.007117376377866112,0.07615795112605529,0.07652023499958652,0.05610241283008519,0.0012153178564141122,0.03707081095256012,0.04294708490972341,0.009561409400691258,0.01739849389606616,0.027824549274401766,-0.0006226758335323131,0.02555677893145549,0.030885348921681603,1.5734937912318485e-05,0.0006269384554354236,0.0012853543477605541,-0.020936159209856815,-0.04199031041111533,0.008747025405926222,0.01223032856472307,0.01041628166136719,0.0013928987059322708,-0.0026600216205144105,0.015334470467643108,0.014606500723065642,0.05324252957214132,0.02664460215827338,-0.005396068744660107,-0.00841355764529235,-0.029970406464599756,-0.0299700847600639,-0.0027044634378959693,-0.002946172922957603,-0.004351745272431185,-0.0031400728048490826,-0.00198780199869048,-0.0014922270555652506,0.0005942039575155684,0.0036234301554407644,0.0001496345283437428,0.0004003927634676643,0.0003464324703140608,0.0035284082192093527,0.004217223350496246,0.0050470564899829885,0.0018285063946687056,0.029772291129693505,0.008775052741707503,0.008678468005515711,0.003005495427711875,0.002900082174699019,-0.010724448641861185,-0.009903897052428773,0.023384595797585502
HOWLONG,0.10379971932702153,6.496134246681083e-05,-0.0006823108639364882,0.000262896371062089,-0.004733339119142811,-0.00185176239316885,-0.003940234969104621,-0.004568100789637942,0.0005396971057126964,-0.0013353504646076387,-0.0026915893876476218,-0.0016610369766560194,-0.0008395740508363032,0.00014258398833510134,0.0052603180235365485,0.003992284912884297,0.014959621195812406,0.00035926672672195834,0.0015799629220235923,-0.0076167446969211,0.0020968408812769164,0.0012815168084431366,-0.0006331429660580862,-0.00031510908162142153,0.01800764879406212,-0.01014893355884194,-0.0038906707484826293,-0.010819566028866221,-0.003856542928342136,0.013811418528403688,-0.0011098918416250383,0.012005772990737374,-0.007624171049730688,-0.0038543343862970335,-0.004811831197993182,-0.004163431006065283,-0.0036719226306197237,-0.0019606522636644143,1.0,-0.005517038441554133,-0.00666690228394764,0.1046252915233768,0.13860453863625125,0.017475114234718453,0.028171697937646317,0.04844442726760038,0.06177294623795254,0.06641741885012364,0.007783563844476906,0.01481996258315656,0.006305440845368099,-0.0019644355814845632,-0.0007080735991970897,-0.007644359765069779,-0.007922251080179271,-0.007786006500739002,-0.003588453360062912,-0.0036480324907009793,-0.009642317780956231,-0.008603479386403714,-0.0055152040182814294,-0.008512295166148735,-0.018225826991290228,0.02533711143098058,0.01095914956514726,-0.013440106072582954,-0.013633537290324464,-0.0019702371942697614,0.004739346014987591,-0.019550122632609215,-0.03541028396997689,-0.00529005791804491,-0.018299856385884772,-0.020320374248770395,-0.01355936662700636,-0.020055570619346243,-0.023174997386267732,-0.009325212152969846,-0.002756890682898928,-0.008852430414538271,-0.004997068226746195,0.10379134483743335,-0.02255789510264072,0.00030124192863682797,-0.022503275298832174,-0.004150427741393461,-0.01088494176963972,-0.0050746082615079425,0.002516967511564492,-0.022747144157360157,-0.017124783846474555,-0.003587442023729651,-0.0016117217033398187,-0.019058793813653652,-0.01905682684962888,-0.007203682653027905,-0.002685369451169753,-0.00257053778555614,-0.0026535838772740322,-0.00290317342166255,-0.0006681955795866411,-0.003698118738796855,0.0017010992531943311,-0.0019335674761091605,-0.0004342328604565456,-0.0016366219822340202,0.00047142415615624334,0.0001096965001758951,0.0004133933396007447,0.0015875839049636709,0.01443213459086949,-0.0033172946787780656,-0.005919875918601733,-0.00797355497653798,-0.0007553109949083495,-0.007902986915017752,-0.0065042134980773875,0.009943595744694146
PSATIME1,0.005891646135268587,0.04637723698401639,0.00126406681493355,-0.00865301414579188,-0.041117187843335914,0.0055575805291904045,-0.03246439582618324,-0.00621445052475589,0.01664132135774064,0.003313350717892167,0.005530670722264364,0.009129909405958599,-0.0017141722916919537,0.004746629661610454,0.008967420969026042,0.005439290286295991,0.038556582675412995,0.04998953425074566,0.011685025117546216,-0.04658939501792172,-0.024177044784760876,-0.01641563121493223,0.013609173094605171,0.0017067597719790967,-0.004650509121388548,0.006002046201604152,-0.002622124891987448,0.0064451291967434115,0.018266135725901536,0.004019696342814261,0.001406545887308577,0.025899862218098934,0.0351237390481286,0.005882300834563772,0.06450873539280388,0.06886155663583478,0.06947234202703179,0.051257659376078187,-0.005517038441554133,1.0,0.7325072319756561,0.07563860049213075,0.07901921142231803,0.03604233432514417,0.02050380876983549,0.018794156950132083,0.03912208939189932,0.03812494475498316,0.14155810684796682,0.180164963675212,0.15940799731823257,0.019609686158369798,0.015620997181840665,0.0438178526289242,0.04387528868528125,0.04163216808167708,-0.007529634842564572,-0.006933669610837157,-0.02430761770448077,0.02619515605465271,-0.0011937348353846552,0.005250861450580403,-0.021502602057717174,0.053417192103737424,-0.008365474868141005,0.026688410270261392,0.026541429582038763,0.04752187289282674,-0.007358277975368228,0.17146162952551375,0.09172619628599316,0.02222394748949918,0.07018590789974374,0.0941349729231028,0.024491930465214487,0.09372220348671104,0.10666391611312315,-0.014271536984335784,-0.004057457238849378,-0.015520858774867505,-0.060731715701033646,0.00576577684309833,-0.013451400775048462,0.03536711048517316,-0.008536371384311563,-0.00820731638040542,-0.015975756987578492,-0.00965610795805897,0.04376383703495053,-0.003820497684341354,-0.021403838741490454,0.006622347325808031,0.005785358095366888,-0.0989491363961101,-0.09894614450982066,0.010311721941247083,0.008341035226304229,0.004500550402020817,0.000961104683006803,0.006054076493871739,0.001403875494858575,0.0005621267069469442,0.003563285225228127,0.016637078781923675,0.009296301809263625,0.01741359133524345,0.029171005857378782,0.02159317499025925,0.034093965993326585,-0.009842076326959725,0.09393818737531971,0.05329384032849362,0.05584980620656866,0.06650144232201968,0.03440084304084276,-0.03127221041790328,-0.03462407774899358,0.05981690416830771
